premise,hypothesis,gold_label,pred_label
There was one particular woman I don't recall her name.,Perhaps that woman's name was Susan. ,neutral,entailment
"Further, there is no universally accepted way to transliterate Arabic words and names into English.",Arabic words and names are easily translated.,contradiction,entailment
I moved to San Diego.,I went from Indianapolis to San Diego.,neutral,entailment
"Nothing I re, that I recall.",My memory is bad so I can't recall.,neutral,entailment
"American Airlines dispatchers also tried, without success.",The dispatchers achieved a lot of success.,contradiction,entailment
This joint attention to objects and events fosters early language development.,This lack of joint attention will never have any effect on early language development.,contradiction,entailment
The literacy statistics change little from year to year.,Literacy statistics have been progressively getting worse.,neutral,entailment
"Over the years, a number of well-respected individuals have spoken out on behalf of our mission ...our service ...and our stewardship.","Among the well-respected persons who encouraged our service, there was Emma Watson. ",neutral,entailment
"It is the one that goes,  Dah!",It's the one that doesn't make any noise.,contradiction,entailment
"The ability to keep learning, to keep discovering, and to keep inventing becomes even more important if we are to compete in tomorrow's world.",We can afford to slack a little in today's world because the competition is very weak.,contradiction,entailment
Please send your most generous gift today.,PLease send the gift you value most today.,neutral,entailment
"Well, some of them that uh, with your mother Marsha uh, I she was, I believe about 18 when I was born.",I don't remember exactly what age she was when I was born.,contradiction,entailment
So in some ways it was very similar to the space exploration that you were so interested in?,So it was nothing like what you enjoyed reading?,contradiction,entailment
Knowledgeable community volunteers -- people just like you -- ensure that your gift is spent wisely and that 88 PERCENT OF FUNDS RAISED GO TO HELP PEOPLE IN NEED RIGHT HERE IN CENTRAL INDIANA.,The funds raised go to help people in South Florida.,contradiction,entailment
"This year 20,349 girls are members of our Council.","The number of girls who joined this year was less than 10,000. ",contradiction,entailment
Two of them told me yesterday that as a group they decided they had to earn the right to ask others for help by accomplishing something real to help themselves.,"By providing community service, the group proved that they can accomplish something on their own.",neutral,entailment
